"AccountId","Region","ProfileName","SecurityGroupId","SecurityGroupName","VpcId","Protocol","FromPort","ToPort","SourceType","Source","ENI","ENICount","ENIStatus","ENIAttached","ENIAttachmentType","ENIAttachedResource","MatchesFound","IsUnused","QueryTimestamp","FlowLogConfig"
"207567772484","eu-west-1","sso-ipf-aws-adfr-prod-nonprivFujitsuCSA","sg-0b86eb69d607b0ad8","dspmgmt-vpc-euw1-prod-adfr-01","vpc-027b4f84e93151777","tcp","8791","8791","IPv4_CIDR","10.201.248.70/32","eni-0acf4d00ed674acfc","13","in-use","True","Attached","EC2:i-0607a23446da38433","0","True","8/12/2025 12:14:06 PM","VPC-CWL:StackSet-AWSControlTowerBP-VPC-ACCOUNT-FACTORY-V1-d0d3cf0d-fa1a-4141-b09d-a0c68db385b5-VPCFlowLogsLogGroup-fabb2OlInRka"
"207567772484","eu-west-1","sso-ipf-aws-adfr-prod-nonprivFujitsuCSA","sg-0b86eb69d607b0ad8","dspmgmt-vpc-euw1-prod-adfr-01","vpc-027b4f84e93151777","tcp","8791","8791","IPv4_CIDR","10.201.248.70/32","eni-025ef133de3f46502","13","in-use","True","Attached","EC2:i-0dfd5e5f6eb05285f","0","True","8/12/2025 12:14:14 PM","VPC-CWL:StackSet-AWSControlTowerBP-VPC-ACCOUNT-FACTORY-V1-d0d3cf0d-fa1a-4141-b09d-a0c68db385b5-VPCFlowLogsLogGroup-fabb2OlInRka"
"207567772484","eu-west-1","sso-ipf-aws-adfr-prod-nonprivFujitsuCSA","sg-0b86eb69d607b0ad8","dspmgmt-vpc-euw1-prod-adfr-01","vpc-027b4f84e93151777","tcp","8791","8791","IPv4_CIDR","10.201.248.70/32","eni-0623381cb6ed5ee43","13","available","False","Unattached","None","0","True","8/12/2025 12:14:21 PM","VPC-CWL:StackSet-AWSControlTowerBP-VPC-ACCOUNT-FACTORY-V1-d0d3cf0d-fa1a-4141-b09d-a0c68db385b5-VPCFlowLogsLogGroup-fabb2OlInRka"
"207567772484","eu-west-1","sso-ipf-aws-adfr-prod-nonprivFujitsuCSA","sg-0b86eb69d607b0ad8","dspmgmt-vpc-euw1-prod-adfr-01","vpc-027b4f84e93151777","tcp","8791","8791","IPv4_CIDR","10.201.248.70/32","eni-04073263d938e9b8b","13","in-use","True","Attached","EC2:i-0a4ceddbebb0a2eec","0","True","8/12/2025 12:14:29 PM","VPC-CWL:StackSet-AWSControlTowerBP-VPC-ACCOUNT-FACTORY-V1-d0d3cf0d-fa1a-4141-b09d-a0c68db385b5-VPCFlowLogsLogGroup-fabb2OlInRka"
"207567772484","eu-west-1","sso-ipf-aws-adfr-prod-nonprivFujitsuCSA","sg-0b86eb69d607b0ad8","dspmgmt-vpc-euw1-prod-adfr-01","vpc-027b4f84e93151777","tcp","8791","8791","IPv4_CIDR","10.201.248.70/32","eni-0aeebe5ce9ac75cd6","13","in-use","True","Attached","EC2:i-012ff3d9362471502","0","True","8/12/2025 12:14:37 PM","VPC-CWL:StackSet-AWSControlTowerBP-VPC-ACCOUNT-FACTORY-V1-d0d3cf0d-fa1a-4141-b09d-a0c68db385b5-VPCFlowLogsLogGroup-fabb2OlInRka"
"207567772484","eu-west-1","sso-ipf-aws-adfr-prod-nonprivFujitsuCSA","sg-0b86eb69d607b0ad8","dspmgmt-vpc-euw1-prod-adfr-01","vpc-027b4f84e93151777","tcp","8791","8791","IPv4_CIDR","10.201.248.70/32","eni-0687524e908268401","13","in-use","True","Attached","EC2:i-0af71a51caf10c88c","0","True","8/12/2025 12:14:44 PM","VPC-CWL:StackSet-AWSControlTowerBP-VPC-ACCOUNT-FACTORY-V1-d0d3cf0d-fa1a-4141-b09d-a0c68db385b5-VPCFlowLogsLogGroup-fabb2OlInRka"
"207567772484","eu-west-1","sso-ipf-aws-adfr-prod-nonprivFujitsuCSA","sg-0b86eb69d607b0ad8","dspmgmt-vpc-euw1-prod-adfr-01","vpc-027b4f84e93151777","tcp","8791","8791","IPv4_CIDR","10.201.248.70/32","eni-03882d26b3196e2a9","13","in-use","True","Attached","EC2:i-06c44168e6a246cbb","0","True","8/12/2025 12:14:52 PM","VPC-CWL:StackSet-AWSControlTowerBP-VPC-ACCOUNT-FACTORY-V1-d0d3cf0d-fa1a-4141-b09d-a0c68db385b5-VPCFlowLogsLogGroup-fabb2OlInRka"
"207567772484","eu-west-1","sso-ipf-aws-adfr-prod-nonprivFujitsuCSA","sg-0b86eb69d607b0ad8","dspmgmt-vpc-euw1-prod-adfr-01","vpc-027b4f84e93151777","tcp","8791","8791","IPv4_CIDR","10.201.248.70/32","eni-03b5c23c8f5b04ca2","13","in-use","True","Attached","EC2:i-0909754aec46463c4","0","True","8/12/2025 12:14:59 PM","VPC-CWL:StackSet-AWSControlTowerBP-VPC-ACCOUNT-FACTORY-V1-d0d3cf0d-fa1a-4141-b09d-a0c68db385b5-VPCFlowLogsLogGroup-fabb2OlInRka"
"207567772484","eu-west-1","sso-ipf-aws-adfr-prod-nonprivFujitsuCSA","sg-0b86eb69d607b0ad8","dspmgmt-vpc-euw1-prod-adfr-01","vpc-027b4f84e93151777","tcp","8791","8791","IPv4_CIDR","10.201.248.70/32","eni-0104dde9b3db28f4c","13","in-use","True","Attached","EC2:i-0240b0adde5937c56","0","True","8/12/2025 12:15:07 PM","VPC-CWL:StackSet-AWSControlTowerBP-VPC-ACCOUNT-FACTORY-V1-d0d3cf0d-fa1a-4141-b09d-a0c68db385b5-VPCFlowLogsLogGroup-fabb2OlInRka"
"207567772484","eu-west-1","sso-ipf-aws-adfr-prod-nonprivFujitsuCSA","sg-0b86eb69d607b0ad8","dspmgmt-vpc-euw1-prod-adfr-01","vpc-027b4f84e93151777","tcp","8791","8791","IPv4_CIDR","10.201.248.70/32","eni-029c0171853177459","13","in-use","True","Attached","EC2:i-048ef56197133d36a","0","True","8/12/2025 12:15:14 PM","VPC-CWL:StackSet-AWSControlTowerBP-VPC-ACCOUNT-FACTORY-V1-d0d3cf0d-fa1a-4141-b09d-a0c68db385b5-VPCFlowLogsLogGroup-fabb2OlInRka"
